"","V1","V2"
"EGF_HUMAN-->EGFR_HUMAN",-7.7310613027481,-0.814508654663741
"EGF_HUMAN-->S10A4_HUMAN",-7.7310613027481,-0.814508654663741
"S10A4_HUMAN-->MYH9_HUMAN",-7.7310613027481,-0.814508654663741
"K7PPA8_HUMAN-->MDM2_HUMAN",-7.7310613027481,-0.814508654663741
"MDM2_HUMAN-->P53_HUMAN",-7.7310613027481,-0.814508654663741
"S10A4_HUMAN-->K7PPA8_HUMAN",-7.7310613027481,-0.814508654663741
"K7PPA8_HUMAN-->SIR1_HUMAN",-7.7310613027481,-0.814508654663741
"MDM2_HUMAN-->MDM4_HUMAN",-7.7310613027481,-0.814508654663741
"MDM4_HUMAN-->P53_HUMAN",-7.7310613027481,-0.814508654663741
"CD2A2_HUMAN-->CDK4_HUMAN",-7.7310613027481,-0.814508654663741
"CDK4_HUMAN-->RB_HUMAN",-7.7310613027481,-0.814508654663741
"MDM2_HUMAN-->CD2A2_HUMAN",-7.7310613027481,-0.814508654663741
"EP300_HUMAN-->P53_HUMAN",-7.7310613027481,-0.814508654663741
"K7PPA8_HUMAN-->EP300_HUMAN",-7.7310613027481,-0.814508654663741
"K7PPA8_HUMAN-->UBP7_HUMAN",-7.7310613027481,-0.814508654663741
"UBP7_HUMAN-->P53_HUMAN",-7.7310613027481,-0.814508654663741
"K7PPA8_HUMAN-->MDM4_HUMAN",-7.7310613027481,-0.814508654663741
"MDM4_HUMAN-->MDM2_HUMAN",-7.7310613027481,-0.814508654663741
"MDM2_HUMAN-->RB_HUMAN",-5.07982009766387,4.10213433202485
"UBP7_HUMAN-->MDM2_HUMAN",-5.07982009766387,4.10213433202485
"MDM2_HUMAN-->UB2D2_HUMAN",-5.07982009766387,4.10213433202485
"UB2D2_HUMAN-->CHIP_HUMAN",-5.07982009766387,4.10213433202485
"MDM2_HUMAN-->UBP7_HUMAN",-5.07982009766387,4.10213433202485
"UB2D2_HUMAN-->CBL_HUMAN",-5.07982009766387,4.10213433202485
"CCND1_HUMAN-->RB_HUMAN",-5.07982009766387,4.10213433202485
"CDK4_HUMAN-->CCND1_HUMAN",-5.07982009766387,4.10213433202485
"MDM2_HUMAN-->SUMO1_HUMAN",-5.07982009766387,4.10213433202485
"SUMO1_HUMAN-->P53_HUMAN",-5.07982009766387,4.10213433202485
"EP300_HUMAN-->SP1_HUMAN",-5.07982009766387,4.10213433202485
"SP1_HUMAN-->HDAC1_HUMAN",-5.07982009766387,4.10213433202485
"EP300_HUMAN-->G4XH65_HUMAN",-5.07982009766387,4.10213433202485
"G4XH65_HUMAN-->SRC_HUMAN",-5.07982009766387,4.10213433202485
"SRC_HUMAN-->FAK1_HUMAN",-5.07982009766387,4.10213433202485
"SRC_HUMAN-->HNRPK_HUMAN",-5.07982009766387,4.10213433202485
"S10A4_HUMAN-->MDM2_HUMAN",-5.07982009766387,4.10213433202485
"S10A4_HUMAN-->P53_HUMAN",-5.07982009766387,4.10213433202485
"EP300_HUMAN-->JUN_HUMAN",-5.07982009766387,4.10213433202485
"EP300_HUMAN-->HIF1A_HUMAN",-5.07982009766387,4.10213433202485
"HIF1A_HUMAN-->HS90A_HUMAN",-5.07982009766387,4.10213433202485
"BRCA1_HUMAN-->BARD1_HUMAN",-5.07982009766387,4.10213433202485
"G4XH65_HUMAN-->BRCA1_HUMAN",-5.07982009766387,4.10213433202485
"SRC_HUMAN-->SHC1_HUMAN",-5.07982009766387,4.10213433202485
"G4XH65_HUMAN-->HS90A_HUMAN",-0.273170724158192,7.12034744771694
"SRC_HUMAN-->KHDR1_HUMAN",-0.273170724158192,7.12034744771694
"SUMO1_HUMAN-->PIAS1_HUMAN",-0.273170724158192,7.12034744771694
"A4D1G0_HUMAN-->RB_HUMAN",-0.273170724158192,7.12034744771694
"CD2A2_HUMAN-->A4D1G0_HUMAN",-0.273170724158192,7.12034744771694
"K7PPA8_HUMAN-->SP1_HUMAN",-0.273170724158192,7.12034744771694
"G4XH65_HUMAN-->SP1_HUMAN",-0.273170724158192,7.12034744771694
"SP1_HUMAN-->P53_HUMAN",-0.273170724158192,7.12034744771694
"B2CL1_HUMAN-->BAD_HUMAN",-0.273170724158192,7.12034744771694
"K7PPA8_HUMAN-->B2CL1_HUMAN",-0.273170724158192,7.12034744771694
"CDK4_HUMAN-->CDN1A_HUMAN",-0.273170724158192,7.12034744771694
"CDN1A_HUMAN-->CCND1_HUMAN",-0.273170724158192,7.12034744771694
"CDN1A_HUMAN-->PCNA_HUMAN",-0.273170724158192,7.12034744771694
"PCNA_HUMAN-->DNMT1_HUMAN",-0.273170724158192,7.12034744771694
"CCND1_HUMAN-->CDN1A_HUMAN",-0.273170724158192,7.12034744771694
"SP1_HUMAN-->HDAC2_HUMAN",-0.273170724158192,7.12034744771694
"G4XH65_HUMAN-->HDAC1_HUMAN",-0.273170724158192,7.12034744771694
"A4D1G0_HUMAN-->CCND1_HUMAN",4.68315918910605,4.51504557285052
"CCND1_HUMAN-->CDK4_HUMAN",4.68315918910605,4.51504557285052
"PCNA_HUMAN-->RFC1_HUMAN",4.68315918910605,4.51504557285052
"SUMO1_HUMAN-->UBC9_HUMAN",4.68315918910605,4.51504557285052
"UBC9_HUMAN-->RBP2_HUMAN",4.68315918910605,4.51504557285052
"UB2D2_HUMAN-->ZN363_HUMAN",4.68315918910605,4.51504557285052
"ZN363_HUMAN-->P53_HUMAN",4.68315918910605,4.51504557285052
"UBC9_HUMAN-->P53_HUMAN",4.68315918910605,4.51504557285052
"CDK4_HUMAN-->CDN1B_HUMAN",4.68315918910605,4.51504557285052
"CDN1B_HUMAN-->CCND1_HUMAN",4.68315918910605,4.51504557285052
"CD2A2_HUMAN-->NPM_HUMAN",4.68315918910605,4.51504557285052
"SRC_HUMAN-->EGFR_HUMAN",4.68315918910605,4.51504557285052
"SRC_HUMAN-->GAB1_HUMAN",4.68315918910605,4.51504557285052
"EP300_HUMAN-->H31_HUMAN",4.68315918910605,4.51504557285052
"H31_HUMAN-->CAF1B_HUMAN",4.68315918910605,4.51504557285052
"CCNE1_HUMAN-->RB_HUMAN",4.68315918910605,4.51504557285052
"CDN1B_HUMAN-->CCNE1_HUMAN",4.68315918910605,4.51504557285052
"BRCA1_HUMAN-->P53_HUMAN",4.68315918910605,4.51504557285052
"HIF1A_HUMAN-->HSP74_HUMAN",4.68315918910605,4.51504557285052
"HSP74_HUMAN-->CHIP_HUMAN",4.68315918910605,4.51504557285052
"A4D1G0_HUMAN-->CCND3_HUMAN",4.68315918910605,4.51504557285052
"CCND3_HUMAN-->CDK4_HUMAN",4.68315918910605,4.51504557285052
"SP1_HUMAN-->G4XH65_HUMAN",7.73304904760498,-0.280971168666663
"CDC37_HUMAN-->HS90A_HUMAN",7.73304904760498,-0.280971168666663
"CDK4_HUMAN-->CDC37_HUMAN",7.73304904760498,-0.280971168666663
"SP1_HUMAN-->EP300_HUMAN",7.73304904760498,-0.280971168666663
"MDM2_HUMAN-->K7PPA8_HUMAN",7.73304904760498,-0.280971168666663
"UBP7_HUMAN-->DNMT1_HUMAN",7.73304904760498,-0.280971168666663
"CCND1_HUMAN-->A4D1G0_HUMAN",7.73304904760498,-0.280971168666663
"CD2A2_HUMAN-->P53_HUMAN",7.73304904760498,-0.280971168666663
"B0LPE5_HUMAN-->GSK3A_HUMAN",7.73304904760498,-0.280971168666663
"MDM2_HUMAN-->B0LPE5_HUMAN",7.73304904760498,-0.280971168666663
"A2RUM7_HUMAN-->N0E4C7_HUMAN",7.73304904760498,-0.280971168666663
"CSK21_HUMAN-->XRCC1_HUMAN",7.73304904760498,-0.280971168666663
"MDM2_HUMAN-->A2RUM7_HUMAN",7.73304904760498,-0.280971168666663
"N0E4C7_HUMAN-->CSK21_HUMAN",7.73304904760498,-0.280971168666663
"CDN1A_HUMAN-->CCNE1_HUMAN",7.73304904760498,-0.280971168666663
