"","V1","V2","V3","V4"
"EGF_HUMAN-->EGFR_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"EGF_HUMAN-->S10A4_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"S10A4_HUMAN-->MYH9_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"K7PPA8_HUMAN-->MDM2_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"MDM2_HUMAN-->P53_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"S10A4_HUMAN-->K7PPA8_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"K7PPA8_HUMAN-->SIR1_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"MDM2_HUMAN-->MDM4_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"MDM4_HUMAN-->P53_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"CD2A2_HUMAN-->CDK4_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"CDK4_HUMAN-->RB_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"MDM2_HUMAN-->CD2A2_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"EP300_HUMAN-->P53_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"K7PPA8_HUMAN-->EP300_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"K7PPA8_HUMAN-->UBP7_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"UBP7_HUMAN-->P53_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"K7PPA8_HUMAN-->MDM4_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"MDM4_HUMAN-->MDM2_HUMAN",-38.6094083894555,-1.75349493250536,-10.3003424953461,-0.376541969658389
"MDM2_HUMAN-->RB_HUMAN",-25.604181845271,26.1045488856311,14.1519307721919,-7.91841237499385
"UBP7_HUMAN-->MDM2_HUMAN",-25.604181845271,26.1045488856311,14.1519307721919,-7.91841237499385
"MDM2_HUMAN-->UB2D2_HUMAN",-25.604181845271,26.1045488856311,14.1519307721919,-7.91841237499385
"UB2D2_HUMAN-->CHIP_HUMAN",-25.604181845271,26.1045488856311,14.1519307721919,-7.91841237499385
"MDM2_HUMAN-->UBP7_HUMAN",-25.604181845271,26.1045488856311,14.1519307721919,-7.91841237499385
"UB2D2_HUMAN-->CBL_HUMAN",-25.604181845271,26.1045488856311,14.1519307721919,-7.91841237499385
"CCND1_HUMAN-->RB_HUMAN",-25.604181845271,26.1045488856311,14.1519307721919,-7.91841237499385
