"","V1","V2","V3"
"EGF_HUMAN-->EGFR_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"EGF_HUMAN-->S10A4_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"S10A4_HUMAN-->MYH9_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"K7PPA8_HUMAN-->MDM2_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"MDM2_HUMAN-->P53_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"S10A4_HUMAN-->K7PPA8_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"K7PPA8_HUMAN-->SIR1_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"MDM2_HUMAN-->MDM4_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"MDM4_HUMAN-->P53_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"CD2A2_HUMAN-->CDK4_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"CDK4_HUMAN-->RB_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"MDM2_HUMAN-->CD2A2_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"EP300_HUMAN-->P53_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"K7PPA8_HUMAN-->EP300_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"K7PPA8_HUMAN-->UBP7_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"UBP7_HUMAN-->P53_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"K7PPA8_HUMAN-->MDM4_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"MDM4_HUMAN-->MDM2_HUMAN",-38.6086654352616,1.75046271052173,-10.307917062063
"MDM2_HUMAN-->RB_HUMAN",-25.6260445410457,-24.694167267,13.9158416407697
"UBP7_HUMAN-->MDM2_HUMAN",-25.6260445410457,-24.694167267,13.9158416407697
"MDM2_HUMAN-->UB2D2_HUMAN",-25.6260445410457,-24.694167267,13.9158416407697
"UB2D2_HUMAN-->CHIP_HUMAN",-25.6260445410457,-24.694167267,13.9158416407697
"MDM2_HUMAN-->UBP7_HUMAN",-25.6260445410457,-24.694167267,13.9158416407697
"UB2D2_HUMAN-->CBL_HUMAN",-25.6260445410457,-24.694167267,13.9158416407697
