"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"4ET_HUMAN---MK08_HUMAN",-86.1465341089664,-25.5483944201873,18.5842193926173,-3.281953742009,-3.52788317469365,-0.797274404359997,-0.287610605941008,-0.358658554480258,-0.279205088750267,0.127989188601014
"AAPK1_HUMAN---ACACA_HUMAN",-86.2410003458747,11.6845050240276,-21.9992932522766,-18.1477247122843,6.42181836748976,3.66214739709761,-0.295781656793267,0.374237832999424,0.0736278419831722,-0.103732806367916
"AAPK1_HUMAN---IMA1_HUMAN",39.3767486314618,-10.4198572957851,-28.0935359385071,-73.0747576350982,-10.331968040164,-11.0033162368669,19.4757498676915,1.39450829630371,2.39502155783862,-1.83208547975747
"ABI1_HUMAN---MK01_HUMAN",-69.1779066112944,-41.0644022343421,-3.08429240996848,35.1354800216879,25.6872733281406,-4.85592729660666,-1.90811761532684,-2.23105167467812,-3.61471644877697,1.88463441714842
"ABL1_HUMAN---CRK_HUMAN",-86.1465341089664,-25.5483944201873,18.5842193926173,-3.281953742009,-3.52788317469365,-0.797274404359997,-0.287610605941008,-0.358658554480258,-0.279205088750267,0.127989188601014
"ABL1_HUMAN---CTNB1_HUMAN",-86.1465341089664,-25.5483944201873,18.5842193926173,-3.281953742009,-3.52788317469365,-0.797274404359997,-0.287610605941008,-0.358658554480258,-0.279205088750267,0.127989188601014
"ACLY_HUMAN---HGS_HUMAN",-86.2410003458747,11.6845050240276,-21.9992932522766,-18.1477247122843,6.42181836748976,3.66214739709761,-0.295781656793267,0.374237832999424,0.0736278419831722,-0.103732806367916
"ACTB_HUMAN---E41L2_HUMAN",-86.1465341089664,-25.5483944201873,18.5842193926173,-3.281953742009,-3.52788317469365,-0.797274404359997,-0.287610605941008,-0.358658554480258,-0.279205088750267,0.127989188601014
"ACTB_HUMAN---KHDR1_HUMAN",-86.1465341089664,-25.5483944201873,18.5842193926173,-3.281953742009,-3.52788317469365,-0.797274404359997,-0.287610605941008,-0.358658554480258,-0.279205088750267,0.127989188601014
"ADDA_HUMAN---ROCK1_HUMAN",-86.1465341089664,-25.5483944201873,18.5842193926173,-3.281953742009,-3.52788317469365,-0.797274404359997,-0.287610605941008,-0.358658554480258,-0.279205088750267,0.127989188601014
"ADNP_HUMAN---PLCG1_HUMAN",-86.1465341089664,-25.5483944201873,18.5842193926173,-3.281953742009,-3.52788317469365,-0.797274404359997,-0.287610605941008,-0.358658554480258,-0.279205088750267,0.127989188601014
"AFAD_HUMAN---DREB_HUMAN",-69.1779066112944,-41.0644022343421,-3.08429240996848,35.1354800216879,25.6872733281406,-4.85592729660666,-1.90811761532684,-2.23105167467812,-3.61471644877697,1.88463441714842
"AFTIN_HUMAN---GGA3_HUMAN",-86.2410003458747,11.6845050240276,-21.9992932522766,-18.1477247122843,6.42181836748976,3.66214739709761,-0.295781656793267,0.374237832999424,0.0736278419831722,-0.103732806367916
"AMOT_HUMAN---FOXK1_HUMAN",-86.2410003458747,11.6845050240276,-21.9992932522766,-18.1477247122843,6.42181836748976,3.66214739709761,-0.295781656793267,0.374237832999424,0.0736278419831722,-0.103732806367916
