"","V1","V2","V3","V4","V5"
"4ET_HUMAN---MK08_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"AAPK1_HUMAN---ACACA_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"AAPK1_HUMAN---IMA1_HUMAN",39.4682429589228,-13.1692041875972,33.4620712123493,-65.4417762494408,12.0961596775891
"ABI1_HUMAN---MK01_HUMAN",-69.2096523618396,-37.9414002863618,-1.53891739806751,29.0064660001121,-27.5377396660346
"ABL1_HUMAN---CRK_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ABL1_HUMAN---CTNB1_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ACLY_HUMAN---HGS_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"ACTB_HUMAN---E41L2_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ACTB_HUMAN---KHDR1_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ADDA_HUMAN---ROCK1_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ADNP_HUMAN---PLCG1_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"AFAD_HUMAN---DREB_HUMAN",-69.2096523618396,-37.9414002863618,-1.53891739806751,29.0064660001121,-27.5377396660346
"AFTIN_HUMAN---GGA3_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"AMOT_HUMAN---FOXK1_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"AMOT_HUMAN---RHG17_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"APC_HUMAN---CYTSA_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"A4_HUMAN---AR6P6_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ARHG7_HUMAN---SCRIB_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ARHGB_HUMAN---GSK3A_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ARI2_HUMAN---EMAL4_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ARI2_HUMAN---P53_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"AT2B1_HUMAN---LAP2_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"B2RBV7_HUMAN---OTUL_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"B2RBV7_HUMAN---VPRBP_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"BACH_HUMAN---CDK2_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"BACH_HUMAN---NHLC2_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"BAG6_HUMAN---SGTA_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"BAP18_HUMAN---CDK2_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"BAZ2A_HUMAN---HDAC1_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"ACK1_HUMAN---BCAR1_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"BCAR1_HUMAN---ZYX_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"BCLF1_HUMAN---SRRM1_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"BCS1_HUMAN---DDX24_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"BMS1_HUMAN---HDGF_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"B2R4R0_HUMAN---BRD2_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"CA052_HUMAN---NFKB1_HUMAN",-86.2403702647926,11.3011700015491,20.9812565852107,-16.8416662178439,-3.53024775254956
"1433T_HUMAN---CBL_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"CBL_HUMAN---CD2AP_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"CBL_HUMAN---CRKL_HUMAN",-69.2096523618396,-37.9414002863618,-1.53891739806751,29.0064660001121,-27.5377396660346
"CBL_HUMAN---EGFR_HUMAN",-69.2096523618396,-37.9414002863618,-1.53891739806751,29.0064660001121,-27.5377396660346
"CBL_HUMAN---EPHA2_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"CBL_HUMAN---FYN_HUMAN",-69.2096523618396,-37.9414002863618,-1.53891739806751,29.0064660001121,-27.5377396660346
"CBL_HUMAN---ITSN1_HUMAN",-85.623016384108,-25.8633535358002,-17.2500704930828,-3.11535889339849,3.68457147491544
"CBL_HUMAN---PLCG1_HUMAN",-69.2096523618396,-37.9414002863618,-1.53891739806751,29.0064660001121,-27.5377396660346
