"","V1","V2","V3"
"4ET_HUMAN---MK08_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"AAPK1_HUMAN---ACACA_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"AAPK1_HUMAN---IMA1_HUMAN",-44.4165624563668,-8.51456705891447,-65.9635514509972
"ABI1_HUMAN---MK01_HUMAN",68.1823533751743,-40.4046194169912,38.9232421855799
"ABL1_HUMAN---CRK_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"ABL1_HUMAN---CTNB1_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"ACLY_HUMAN---HGS_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"ACTB_HUMAN---E41L2_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"ACTB_HUMAN---KHDR1_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"ADDA_HUMAN---ROCK1_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"ADNP_HUMAN---PLCG1_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"AFAD_HUMAN---DREB_HUMAN",68.1823533751743,-40.4046194169912,38.9232421855799
"AFTIN_HUMAN---GGA3_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"AMOT_HUMAN---FOXK1_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"AMOT_HUMAN---RHG17_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"APC_HUMAN---CYTSA_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"A4_HUMAN---AR6P6_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"ARHG7_HUMAN---SCRIB_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"ARHGB_HUMAN---GSK3A_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"ARI2_HUMAN---EMAL4_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"ARI2_HUMAN---P53_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"AT2B1_HUMAN---LAP2_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"B2RBV7_HUMAN---OTUL_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"B2RBV7_HUMAN---VPRBP_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"BACH_HUMAN---CDK2_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"BACH_HUMAN---NHLC2_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"BAG6_HUMAN---SGTA_HUMAN",84.7731896397944,9.51074113095986,-16.2801450329062
"BAP18_HUMAN---CDK2_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
"BAZ2A_HUMAN---HDAC1_HUMAN",79.7222940601052,-24.5078267252307,2.72845751679639
