"","V1","V2","V3"
"1433G_HUMAN---3BP5L_HUMAN",-18.8001669127177,7.07491010961204,-6.49594047770568
"1433G_HUMAN---AFAD_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---ANS1A_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---BCLF1_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---CDK16_HUMAN",-20.1885349238631,-2.366024910898,-2.77470482439775
"1433G_HUMAN---CLAP1_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---CRTC2_HUMAN",-20.1885349238631,-2.366024910898,-2.77470482439775
"1433G_HUMAN---DYR1A_HUMAN",-20.1885349238631,-2.366024910898,-2.77470482439775
"1433G_HUMAN---E41L2_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---EDC3_HUMAN",-20.1885349238631,-2.366024910898,-2.77470482439775
"1433G_HUMAN---FA53C_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---GSK3A_HUMAN",-20.1885349238631,-2.366024910898,-2.77470482439775
"1433G_HUMAN---HDAC4_HUMAN",-15.8843097116894,11.6541770614119,-1.37896305716881
"1433G_HUMAN---LARP1_HUMAN",6.55997346113376,-18.5530324441201,-2.99451156388546
"1433G_HUMAN---LSR_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---MARK2_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---MFAP1_HUMAN",-20.1885349238631,-2.366024910898,-2.77470482439775
"1433G_HUMAN---PANK2_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---PPIG_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---PRP4B_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---SMAG2_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---SON_HUMAN",-20.1885349238631,-2.366024910898,-2.77470482439775
"1433G_HUMAN---SRPK1_HUMAN",-15.8843097116894,11.6541770614119,-1.37896305716881
"1433G_HUMAN---SRRM2_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---TR150_HUMAN",-20.1885349238631,-2.366024910898,-2.77470482439775
"1433G_HUMAN---TRA2A_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---UBP8_HUMAN",-20.1885349238631,-2.366024910898,-2.77470482439775
"1433G_HUMAN---ZCH18_HUMAN",6.55997346113376,-18.5530324441201,-2.99451156388546
"1433G_HUMAN---ZN638_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"1433G_HUMAN---ZO2_HUMAN",-19.0751659627079,-6.631344371234,7.07559970808583
"3BP5L_HUMAN---EYA4_HUMAN",-18.8001669127177,7.07491010961204,-6.49594047770568
