"","V1","V2","V3","V4"
"1433G_HUMAN---3BP5L_HUMAN",-18.9156894236699,6.81902319146855,6.383532291243,-3.37339488977955
"1433G_HUMAN---AFAD_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---ANS1A_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---BCLF1_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---CDK16_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"1433G_HUMAN---CLAP1_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---CRTC2_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"1433G_HUMAN---DYR1A_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"1433G_HUMAN---E41L2_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---EDC3_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"1433G_HUMAN---FA53C_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---GSK3A_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"1433G_HUMAN---HDAC4_HUMAN",-14.3355786162127,12.2399784489594,-0.461385401225809,-7.35374414111259
"1433G_HUMAN---LARP1_HUMAN",6.26731366461812,-19.075836442043,2.64132682350532,-4.29893755276117
"1433G_HUMAN---LSR_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---MARK2_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---MFAP1_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"1433G_HUMAN---PANK2_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---PPIG_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---PRP4B_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---SMAG2_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---SON_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"1433G_HUMAN---SRPK1_HUMAN",-14.3355786162127,12.2399784489594,-0.461385401225809,-7.35374414111259
"1433G_HUMAN---SRRM2_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---TR150_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"1433G_HUMAN---TRA2A_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---UBP8_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"1433G_HUMAN---ZCH18_HUMAN",6.26731366461812,-19.075836442043,2.64132682350532,-4.29893755276117
"1433G_HUMAN---ZN638_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"1433G_HUMAN---ZO2_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"3BP5L_HUMAN---EYA4_HUMAN",-18.9156894236699,6.81902319146855,6.383532291243,-3.37339488977955
"4ET_HUMAN---ATX1_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"A8K015_HUMAN---STAT3_HUMAN",-18.9156894236699,6.81902319146855,6.383532291243,-3.37339488977955
"A8K015_HUMAN---TMX1_HUMAN",-18.9156894236699,6.81902319146855,6.383532291243,-3.37339488977955
"AAGAB_HUMAN---EIF3C_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"AAPK2_HUMAN-->ACACA_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"AAPK2_HUMAN---AMOT_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"AAPK2_HUMAN---C170B_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"ABI2_HUMAN---PCM1_HUMAN",-14.8777045939677,3.26749123587757,11.2075794774047,-8.62776605406344
"ABI2_HUMAN---VINC_HUMAN",11.9014296442319,-3.79001663228166,15.2741389291743,-3.04094467148047
"ABLM1_HUMAN---T22D4_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"ACAP2_HUMAN---LMNB1_HUMAN",10.1320041349683,-12.9349026868196,12.3308253846738,3.33529550988181
"ACK1_HUMAN---CDC42_HUMAN",-16.1050041254764,3.09509239442145,-3.40469894572633,-0.977503959750316
"ACLY_HUMAN---HGS_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"ACTB_HUMAN---KHDR1_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"ACTB_HUMAN---MIPT3_HUMAN",-19.5513875057798,-6.62090285673487,-6.60305288104532,0.977679709565271
"ACTB_HUMAN---PRSR2_HUMAN",-20.6851149329335,-2.32586286306943,3.44021874674248,3.00284529158273
"ACTB_HUMAN---SVIL_HUMAN",11.265731562122,-17.2299426804851,2.28755375688598,1.31012992786436
