"","V1","V2"
"1433G_HUMAN---3BP5L_HUMAN",-18.6212397933817,-6.55125446278777
"1433G_HUMAN---AFAD_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---ANS1A_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---BCLF1_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---CDK16_HUMAN",-19.5378993867401,0.910671020033004
"1433G_HUMAN---CLAP1_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---CRTC2_HUMAN",-19.5378993867401,0.910671020033004
"1433G_HUMAN---DYR1A_HUMAN",-19.5378993867401,0.910671020033004
"1433G_HUMAN---E41L2_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---EDC3_HUMAN",-19.5378993867401,0.910671020033004
"1433G_HUMAN---FA53C_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---GSK3A_HUMAN",-19.5378993867401,0.910671020033004
"1433G_HUMAN---HDAC4_HUMAN",-16.5875397550753,-10.5282704751075
"1433G_HUMAN---LARP1_HUMAN",7.47523390259026,18.6282774499143
"1433G_HUMAN---LSR_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---MARK2_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---MFAP1_HUMAN",-19.5378993867401,0.910671020033004
"1433G_HUMAN---PANK2_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---PPIG_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---PRP4B_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---SMAG2_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---SON_HUMAN",-19.5378993867401,0.910671020033004
"1433G_HUMAN---SRPK1_HUMAN",-16.5875397550753,-10.5282704751075
"1433G_HUMAN---SRRM2_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---TR150_HUMAN",-19.5378993867401,0.910671020033004
"1433G_HUMAN---TRA2A_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---UBP8_HUMAN",-19.5378993867401,0.910671020033004
"1433G_HUMAN---ZCH18_HUMAN",7.47523390259026,18.6282774499143
"1433G_HUMAN---ZN638_HUMAN",-18.4874097788424,8.05974962159741
"1433G_HUMAN---ZO2_HUMAN",-18.4874097788424,8.05974962159741
"3BP5L_HUMAN---EYA4_HUMAN",-18.6212397933817,-6.55125446278777
"4ET_HUMAN---ATX1_HUMAN",-19.5378993867401,0.910671020033004
"A8K015_HUMAN---STAT3_HUMAN",-18.6212397933817,-6.55125446278777
"A8K015_HUMAN---TMX1_HUMAN",-18.6212397933817,-6.55125446278777
"AAGAB_HUMAN---EIF3C_HUMAN",-19.5378993867401,0.910671020033004
"AAPK2_HUMAN-->ACACA_HUMAN",-19.5378993867401,0.910671020033004
"AAPK2_HUMAN---AMOT_HUMAN",-19.5378993867401,0.910671020033004
"AAPK2_HUMAN---C170B_HUMAN",-19.5378993867401,0.910671020033004
"ABI2_HUMAN---PCM1_HUMAN",-15.088730714606,-2.92260823456185
"ABI2_HUMAN---VINC_HUMAN",13.5865460946584,0.172858346745816
"ABLM1_HUMAN---T22D4_HUMAN",-18.4874097788424,8.05974962159741
"ACAP2_HUMAN---LMNB1_HUMAN",12.6698865013,7.63478382956659
"ACK1_HUMAN---CDC42_HUMAN",-17.5041993484337,-3.06634499228671
"ACLY_HUMAN---HGS_HUMAN",-19.5378993867401,0.910671020033004
"ACTB_HUMAN---KHDR1_HUMAN",-19.5378993867401,0.910671020033004
"ACTB_HUMAN---MIPT3_HUMAN",-18.4874097788424,8.05974962159741
"ACTB_HUMAN---PRSR2_HUMAN",-19.5378993867401,0.910671020033004
"ACTB_HUMAN---SVIL_HUMAN",13.7203761091977,14.783862431131
"ADCY6_HUMAN---ATX1_HUMAN",-16.5875397550753,-10.5282704751075
"ADNP_HUMAN---SUMO2_HUMAN",-18.4874097788424,8.05974962159741
"ADT1_HUMAN---B2L13_HUMAN",-19.5378993867401,0.910671020033004
"AFAD_HUMAN---DREB_HUMAN",-18.4874097788424,8.05974962159741
"AFAD_HUMAN---ZO1_HUMAN",-18.4874097788424,8.05974962159741
"AFTIN_HUMAN---GGA3_HUMAN",-19.5378993867401,0.910671020033004
"AHNK_HUMAN---SUMO2_HUMAN",-19.5378993867401,0.910671020033004
"AKA10_HUMAN---NHRF1_HUMAN",13.5865460946584,0.172858346745816
"AKA11_HUMAN---KAP2_HUMAN",-18.4874097788424,8.05974962159741
"AKA12_HUMAN---DC1L1_HUMAN",9.37510392635735,0.0402573532094284
