"","V1","V2"
"1433B_HUMAN---LSR_HUMAN",28.1673505808382,15.0088099596887
"1433G_HUMAN---CLAP1_HUMAN",-34.4432085280036,7.19570998691954
"1433G_HUMAN---HDAC4_HUMAN",-34.4432085280036,7.19570998691954
"41_HUMAN---CDK1_HUMAN",-34.4432085280036,7.19570998691954
"4ET_HUMAN---MK08_HUMAN",-34.4432085280036,7.19570998691954
"ABCF1_HUMAN---CSK21_HUMAN",-34.4432085280036,7.19570998691954
"ABI2_HUMAN---PCM1_HUMAN",-34.4432085280036,7.19570998691954
"ABLM1_HUMAN---T22D4_HUMAN",-34.4432085280036,7.19570998691954
"ACTB_HUMAN---KHDR1_HUMAN",-34.4432085280036,7.19570998691954
"ADDA_HUMAN---ROCK1_HUMAN",-34.4432085280036,7.19570998691954
"ADNP_HUMAN---PLCG1_HUMAN",-34.4432085280036,7.19570998691954
"AFAD_HUMAN---DREB_HUMAN",-34.4432085280036,7.19570998691954
"AFAD_HUMAN---EPHA7_HUMAN",-34.4432085280036,7.19570998691954
"AFAD_HUMAN---ZO1_HUMAN",-34.4432085280036,7.19570998691954
"AHNK_HUMAN---CDK1_HUMAN",-34.4432085280036,7.19570998691954
"AKA11_HUMAN---KAP2_HUMAN",-34.4432085280036,7.19570998691954
"AMOT_HUMAN---RHG17_HUMAN",-34.4432085280036,7.19570998691954
"ANXA2_HUMAN---TNIK_HUMAN",-34.4432085280036,7.19570998691954
"APC1_HUMAN---CDK1_HUMAN",-34.4432085280036,7.19570998691954
"APC_HUMAN---CTNB1_HUMAN",-34.4432085280036,7.19570998691954
"A4_HUMAN---AR6P6_HUMAN",-34.4432085280036,7.19570998691954
"ARHGB_HUMAN---GSK3A_HUMAN",-34.4432085280036,7.19570998691954
"ARI2_HUMAN---EMAL4_HUMAN",-34.4432085280036,7.19570998691954
"ARI2_HUMAN---P53_HUMAN",-34.4432085280036,7.19570998691954
"AT2B1_HUMAN---LAP2_HUMAN",-34.4432085280036,7.19570998691954
"AZI1_HUMAN---PCM1_HUMAN",-34.4432085280036,7.19570998691954
"B2R4R0_HUMAN---BRD2_HUMAN",-34.4432085280036,7.19570998691954
"B2R4R0_HUMAN---TP53B_HUMAN",-34.4432085280036,7.19570998691954
"B2RBV7_HUMAN---OTUL_HUMAN",-34.4432085280036,7.19570998691954
"BACH_HUMAN---CDK2_HUMAN",-34.4432085280036,7.19570998691954
"BACH_HUMAN---NHLC2_HUMAN",-34.4432085280036,7.19570998691954
"BAD_HUMAN---KS6A1_HUMAN",-34.4432085280036,7.19570998691954
"BAP18_HUMAN---CDK2_HUMAN",-34.4432085280036,7.19570998691954
"BAZ2A_HUMAN---HDAC1_HUMAN",-34.4432085280036,7.19570998691954
"ACK1_HUMAN---BCAR1_HUMAN",-34.4432085280036,7.19570998691954
"BCAR1_HUMAN---CRKL_HUMAN",-34.4432085280036,7.19570998691954
"BCAR1_HUMAN---ZYX_HUMAN",-34.4432085280036,7.19570998691954
"BCLF1_HUMAN---SRRM1_HUMAN",-34.4432085280036,7.19570998691954
"BMS1_HUMAN---HDGF_HUMAN",-34.4432085280036,7.19570998691954
"BUD13_HUMAN---CDK1_HUMAN",-34.4432085280036,7.19570998691954
"CALX_HUMAN---MK03_HUMAN",-34.4432085280036,7.19570998691954
"CALX_HUMAN---PGRC1_HUMAN",-34.4432085280036,7.19570998691954
"1433T_HUMAN---CBL_HUMAN",-34.4432085280036,7.19570998691954
"CBL_HUMAN---EPHA2_HUMAN",-34.4432085280036,7.19570998691954
"CBL_HUMAN---FYN_HUMAN",-34.4432085280036,7.19570998691954
"CBL_HUMAN---GRB2_HUMAN",-34.4432085280036,7.19570998691954
"CBL_HUMAN---PLCG1_HUMAN",-34.4432085280036,7.19570998691954
"ACAP2_HUMAN---CBX1_HUMAN",-34.4432085280036,7.19570998691954
"CCD50_HUMAN---LCK_HUMAN",-34.4432085280036,7.19570998691954
"CCNK_HUMAN---T22D4_HUMAN",-34.4432085280036,7.19570998691954
"CBL_HUMAN---CD2AP_HUMAN",-34.4432085280036,7.19570998691954
"CD2B2_HUMAN---KHDR1_HUMAN",14.07867223755,28.3308723102026
"CDCA3_HUMAN---TRAF2_HUMAN",28.1673505808382,15.0088099596887
"CDK1_HUMAN---DNLI1_HUMAN",-34.4432085280036,7.19570998691954
"CDK1_HUMAN---DNM1L_HUMAN",-34.4432085280036,7.19570998691954
"CDK1_HUMAN---NUP98_HUMAN",-34.4432085280036,7.19570998691954
"CDK1_HUMAN---RFC1_HUMAN",-34.4432085280036,7.19570998691954
"CDK1_HUMAN---STMN1_HUMAN",-34.4432085280036,7.19570998691954
"CDK16_HUMAN---CDK5_HUMAN",28.1673505808382,15.0088099596887
"CDKL5_HUMAN---FYN_HUMAN",-34.4432085280036,7.19570998691954
"CEBPZ_HUMAN---DDX55_HUMAN",-34.4432085280036,7.19570998691954
"CEBPZ_HUMAN---PEBB_HUMAN",-34.4432085280036,7.19570998691954
"CH10_HUMAN---EF1A1_HUMAN",-34.4432085280036,7.19570998691954
"CHD3_HUMAN---GIT1_HUMAN",28.1673505808382,15.0088099596887
"CHD3_HUMAN---PAIRB_HUMAN",-34.4432085280036,7.19570998691954
"CHIP_HUMAN---HS90A_HUMAN",-34.4432085280036,7.19570998691954
"CHIP_HUMAN---PSA3_HUMAN",-34.4432085280036,7.19570998691954
"CPSF5_HUMAN---RLA1_HUMAN",-34.4432085280036,7.19570998691954
"CPSF7_HUMAN---CSK21_HUMAN",-34.4432085280036,7.19570998691954
"ARHG5_HUMAN---CRKL_HUMAN",-34.4432085280036,7.19570998691954
"CBL_HUMAN---CRKL_HUMAN",-34.4432085280036,7.19570998691954
"CRKL_HUMAN---M4K5_HUMAN",-34.4432085280036,7.19570998691954
"CRKL_HUMAN---STA5A_HUMAN",-34.4432085280036,7.19570998691954
"CRKL_HUMAN---TENC1_HUMAN",-34.4432085280036,7.19570998691954
"ABL1_HUMAN---CRK_HUMAN",-34.4432085280036,7.19570998691954
"CALM_HUMAN---CSK21_HUMAN",-34.4432085280036,7.19570998691954
"ABL1_HUMAN---CTNB1_HUMAN",-34.4432085280036,7.19570998691954
"AP3D1_HUMAN---CTNB1_HUMAN",-34.4432085280036,7.19570998691954
"CTNB1_HUMAN---HDAC1_HUMAN",-34.4432085280036,7.19570998691954
"CTNB1_HUMAN---KMT2D_HUMAN",-34.4432085280036,7.19570998691954
"CTNB1_HUMAN---TNIK_HUMAN",-34.4432085280036,7.19570998691954
"CTNB1_HUMAN---YAP1_HUMAN",-34.4432085280036,7.19570998691954
"CTND1_HUMAN---FYN_HUMAN",-34.4432085280036,7.19570998691954
"CUL4B_HUMAN---HS90A_HUMAN",-34.4432085280036,7.19570998691954
"CUL4B_HUMAN---PHIP_HUMAN",-34.4432085280036,7.19570998691954
"APC_HUMAN---CYTSA_HUMAN",-34.4432085280036,7.19570998691954
"DAB2_HUMAN---GRB2_HUMAN",-34.4432085280036,7.19570998691954
"DDX21_HUMAN---JUN_HUMAN",-34.4432085280036,7.19570998691954
"BCS1_HUMAN---DDX24_HUMAN",-34.4432085280036,7.19570998691954
"DDX24_HUMAN---HS90B_HUMAN",-34.4432085280036,7.19570998691954
"DDX24_HUMAN---SPTN1_HUMAN",-34.4432085280036,7.19570998691954
"CDK1_HUMAN---DDX3X_HUMAN",-34.4432085280036,7.19570998691954
"DDX3X_HUMAN---IF4G1_HUMAN",-34.4432085280036,7.19570998691954
"DDX3Y_HUMAN---G4XH65_HUMAN",-34.4432085280036,7.19570998691954
"DDX46_HUMAN---SRS11_HUMAN",-34.4432085280036,7.19570998691954
"DENR_HUMAN---PP1B_HUMAN",-34.4432085280036,7.19570998691954
"DEP1B_HUMAN---MDC1_HUMAN",-34.4432085280036,7.19570998691954
"CDK1_HUMAN---DNLI3_HUMAN",-34.4432085280036,7.19570998691954
"DNMT1_HUMAN---SIR1_HUMAN",-34.4432085280036,7.19570998691954
"DOCK1_HUMAN---FYN_HUMAN",-34.4432085280036,7.19570998691954
"DOCK4_HUMAN---GRB2_HUMAN",-34.4432085280036,7.19570998691954
"DREB_HUMAN---NIPBL_HUMAN",-34.4432085280036,7.19570998691954
"DYR1B_HUMAN---MK01_HUMAN",-34.4432085280036,7.19570998691954
"ACTB_HUMAN---E41L2_HUMAN",-34.4432085280036,7.19570998691954
"E9PAU2_HUMAN---SUMO2_HUMAN",28.1673505808382,15.0088099596887
"EDC4_HUMAN---G3BP1_HUMAN",-34.4432085280036,7.19570998691954
"EF1A1_HUMAN---PLCG1_HUMAN",-34.4432085280036,7.19570998691954
"CDK1_HUMAN---EF1D_HUMAN",-34.4432085280036,7.19570998691954
