"","V1","V2","V3"
"1433B_HUMAN---LSR_HUMAN",22.3417523858744,15.5991985532335,7.9721066415393
"1433G_HUMAN---CLAP1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"1433G_HUMAN---HDAC4_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"41_HUMAN---CDK1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"4ET_HUMAN---MK08_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ABCF1_HUMAN---CSK21_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ABI2_HUMAN---PCM1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ABLM1_HUMAN---T22D4_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ACTB_HUMAN---KHDR1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ADDA_HUMAN---ROCK1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ADNP_HUMAN---PLCG1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"AFAD_HUMAN---DREB_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"AFAD_HUMAN---EPHA7_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"AFAD_HUMAN---ZO1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"AHNK_HUMAN---CDK1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"AKA11_HUMAN---KAP2_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"AMOT_HUMAN---RHG17_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ANXA2_HUMAN---TNIK_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"APC1_HUMAN---CDK1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"APC_HUMAN---CTNB1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"A4_HUMAN---AR6P6_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ARHGB_HUMAN---GSK3A_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ARI2_HUMAN---EMAL4_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ARI2_HUMAN---P53_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"AT2B1_HUMAN---LAP2_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"AZI1_HUMAN---PCM1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"B2R4R0_HUMAN---BRD2_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"B2R4R0_HUMAN---TP53B_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"B2RBV7_HUMAN---OTUL_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"BACH_HUMAN---CDK2_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"BACH_HUMAN---NHLC2_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"BAD_HUMAN---KS6A1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"BAP18_HUMAN---CDK2_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"BAZ2A_HUMAN---HDAC1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"ACK1_HUMAN---BCAR1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"BCAR1_HUMAN---CRKL_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"BCAR1_HUMAN---ZYX_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"BCLF1_HUMAN---SRRM1_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
"BMS1_HUMAN---HDGF_HUMAN",-27.7523918692092,7.29788313052954,2.66803632468435
