"","V1","V2","V3","V4"
"1433B_HUMAN---LSR_HUMAN",22.8466173387331,15.6745501817467,-8.44566837741158,1.412292542414
"1433G_HUMAN---CLAP1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"1433G_HUMAN---HDAC4_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"41_HUMAN---CDK1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"4ET_HUMAN---MK08_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ABCF1_HUMAN---CSK21_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ABI2_HUMAN---PCM1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ABLM1_HUMAN---T22D4_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ACTB_HUMAN---KHDR1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ADDA_HUMAN---ROCK1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ADNP_HUMAN---PLCG1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"AFAD_HUMAN---DREB_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"AFAD_HUMAN---EPHA7_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"AFAD_HUMAN---ZO1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"AHNK_HUMAN---CDK1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"AKA11_HUMAN---KAP2_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"AMOT_HUMAN---RHG17_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ANXA2_HUMAN---TNIK_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"APC1_HUMAN---CDK1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"APC_HUMAN---CTNB1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"A4_HUMAN---AR6P6_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ARHGB_HUMAN---GSK3A_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ARI2_HUMAN---EMAL4_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ARI2_HUMAN---P53_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"AT2B1_HUMAN---LAP2_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"AZI1_HUMAN---PCM1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"B2R4R0_HUMAN---BRD2_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"B2R4R0_HUMAN---TP53B_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"B2RBV7_HUMAN---OTUL_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BACH_HUMAN---CDK2_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BACH_HUMAN---NHLC2_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BAD_HUMAN---KS6A1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BAP18_HUMAN---CDK2_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BAZ2A_HUMAN---HDAC1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ACK1_HUMAN---BCAR1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BCAR1_HUMAN---CRKL_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BCAR1_HUMAN---ZYX_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BCLF1_HUMAN---SRRM1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BMS1_HUMAN---HDGF_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"BUD13_HUMAN---CDK1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CALX_HUMAN---MK03_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CALX_HUMAN---PGRC1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"1433T_HUMAN---CBL_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CBL_HUMAN---EPHA2_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CBL_HUMAN---FYN_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CBL_HUMAN---GRB2_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CBL_HUMAN---PLCG1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"ACAP2_HUMAN---CBX1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CCD50_HUMAN---LCK_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CCNK_HUMAN---T22D4_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CBL_HUMAN---CD2AP_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CD2B2_HUMAN---KHDR1_HUMAN",10.8531183728997,22.9184569665679,11.1829971353632,-8.25826255980537
"CDCA3_HUMAN---TRAF2_HUMAN",22.8466173387331,15.6745501817467,-8.44566837741158,1.412292542414
"CDK1_HUMAN---DNLI1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CDK1_HUMAN---DNM1L_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CDK1_HUMAN---NUP98_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CDK1_HUMAN---RFC1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CDK1_HUMAN---STMN1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CDK16_HUMAN---CDK5_HUMAN",22.8466173387331,15.6745501817467,-8.44566837741158,1.412292542414
"CDKL5_HUMAN---FYN_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CEBPZ_HUMAN---DDX55_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CEBPZ_HUMAN---PEBB_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CH10_HUMAN---EF1A1_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
"CHD3_HUMAN---GIT1_HUMAN",22.8466173387331,15.6745501817467,-8.44566837741158,1.412292542414
"CHD3_HUMAN---PAIRB_HUMAN",-27.8910020149398,7.27476408203287,-2.62906573390488,-0.501931039285443
