"","V1","V2"
"1433B_HUMAN---LSR_HUMAN",23.1896728329312,11.9530932943466
"1433G_HUMAN---CLAP1_HUMAN",-27.7782809381531,5.89537695180454
"1433G_HUMAN---HDAC4_HUMAN",-27.7782809381531,5.89537695180454
"41_HUMAN---CDK1_HUMAN",-27.7782809381531,5.89537695180454
"4ET_HUMAN---MK08_HUMAN",-27.7782809381531,5.89537695180454
"ABCF1_HUMAN---CSK21_HUMAN",-27.7782809381531,5.89537695180454
"ABI2_HUMAN---PCM1_HUMAN",-27.7782809381531,5.89537695180454
"ABLM1_HUMAN---T22D4_HUMAN",-27.7782809381531,5.89537695180454
"ACTB_HUMAN---KHDR1_HUMAN",-27.7782809381531,5.89537695180454
"ADDA_HUMAN---ROCK1_HUMAN",-27.7782809381531,5.89537695180454
"ADNP_HUMAN---PLCG1_HUMAN",-27.7782809381531,5.89537695180454
"AFAD_HUMAN---DREB_HUMAN",-27.7782809381531,5.89537695180454
"AFAD_HUMAN---EPHA7_HUMAN",-27.7782809381531,5.89537695180454
"AFAD_HUMAN---ZO1_HUMAN",-27.7782809381531,5.89537695180454
"AHNK_HUMAN---CDK1_HUMAN",-27.7782809381531,5.89537695180454
"AKA11_HUMAN---KAP2_HUMAN",-27.7782809381531,5.89537695180454
"AMOT_HUMAN---RHG17_HUMAN",-27.7782809381531,5.89537695180454
"ANXA2_HUMAN---TNIK_HUMAN",-27.7782809381531,5.89537695180454
"APC1_HUMAN---CDK1_HUMAN",-27.7782809381531,5.89537695180454
"APC_HUMAN---CTNB1_HUMAN",-27.7782809381531,5.89537695180454
"A4_HUMAN---AR6P6_HUMAN",-27.7782809381531,5.89537695180454
"ARHGB_HUMAN---GSK3A_HUMAN",-27.7782809381531,5.89537695180454
"ARI2_HUMAN---EMAL4_HUMAN",-27.7782809381531,5.89537695180454
"ARI2_HUMAN---P53_HUMAN",-27.7782809381531,5.89537695180454
"AT2B1_HUMAN---LAP2_HUMAN",-27.7782809381531,5.89537695180454
"AZI1_HUMAN---PCM1_HUMAN",-27.7782809381531,5.89537695180454
"B2R4R0_HUMAN---BRD2_HUMAN",-27.7782809381531,5.89537695180454
"B2R4R0_HUMAN---TP53B_HUMAN",-27.7782809381531,5.89537695180454
"B2RBV7_HUMAN---OTUL_HUMAN",-27.7782809381531,5.89537695180454
"BACH_HUMAN---CDK2_HUMAN",-27.7782809381531,5.89537695180454
"BACH_HUMAN---NHLC2_HUMAN",-27.7782809381531,5.89537695180454
"BAD_HUMAN---KS6A1_HUMAN",-27.7782809381531,5.89537695180454
"BAP18_HUMAN---CDK2_HUMAN",-27.7782809381531,5.89537695180454
"BAZ2A_HUMAN---HDAC1_HUMAN",-27.7782809381531,5.89537695180454
"ACK1_HUMAN---BCAR1_HUMAN",-27.7782809381531,5.89537695180454
"BCAR1_HUMAN---CRKL_HUMAN",-27.7782809381531,5.89537695180454
"BCAR1_HUMAN---ZYX_HUMAN",-27.7782809381531,5.89537695180454
"BCLF1_HUMAN---SRRM1_HUMAN",-27.7782809381531,5.89537695180454
"BMS1_HUMAN---HDGF_HUMAN",-27.7782809381531,5.89537695180454
"BUD13_HUMAN---CDK1_HUMAN",-27.7782809381531,5.89537695180454
"CALX_HUMAN---MK03_HUMAN",-27.7782809381531,5.89537695180454
"CALX_HUMAN---PGRC1_HUMAN",-27.7782809381531,5.89537695180454
"1433T_HUMAN---CBL_HUMAN",-27.7782809381531,5.89537695180454
"CBL_HUMAN---EPHA2_HUMAN",-27.7782809381531,5.89537695180454
"CBL_HUMAN---FYN_HUMAN",-27.7782809381531,5.89537695180454
"CBL_HUMAN---GRB2_HUMAN",-27.7782809381531,5.89537695180454
