"","V1","V2"
"1433G_HUMAN---AFAD_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---ANS1A_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---ARHG7_HUMAN",-0.767340321556652,-1.75496454259314
"1433G_HUMAN---BCLF1_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---CDK16_HUMAN",-3.56027512173898,1.12412878009127
"1433G_HUMAN---CLAP1_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---CRTC2_HUMAN",-3.30617272387065,0.0946231802361499
"1433G_HUMAN---DYR1A_HUMAN",-3.30617272387065,0.0946231802361499
"1433G_HUMAN---E41L2_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---EDC3_HUMAN",-3.56027512173898,1.12412878009127
"1433G_HUMAN---FA53C_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---GSK3A_HUMAN",-3.56027512173898,1.12412878009127
"1433G_HUMAN---KLC4_HUMAN",5.46973798956577,1.15081718243982
"1433G_HUMAN---LARP1_HUMAN",1.52512507899561,4.6301732610413
"1433G_HUMAN---LSR_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---MARK2_HUMAN",-3.49493654646808,0.890988949997881
"1433G_HUMAN---MFAP1_HUMAN",-3.45058272886773,0.527086902382714
"1433G_HUMAN---PANK2_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---PPIG_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---PRP4B_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---SMAG2_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---SON_HUMAN",-3.56027512173898,1.12412878009127
"1433G_HUMAN---SRRM2_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---TR150_HUMAN",-3.56027512173898,1.12412878009127
"1433G_HUMAN---TRA2A_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---UBP8_HUMAN",-3.45058272886773,0.527086902382714
"1433G_HUMAN---ZCH18_HUMAN",1.52512507899561,4.6301732610413
"1433G_HUMAN---ZN638_HUMAN",-3.60462893933933,1.48803082770644
"1433G_HUMAN---ZO2_HUMAN",-3.60462893933933,1.48803082770644
"4ET_HUMAN---ATX1_HUMAN",-3.4158651167419,0.691665057944709
"AAPK2_HUMAN-->ACACA_HUMAN",-3.56027512173898,1.12412878009127
