"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1433G_HUMAN---AFAD_HUMAN",-27.808959017637,-8.35792817303814,-6.76579807835431,-2.01332779157108,-1.91466384866194,0.744005226720021,-0.511296364984412,0.492032846566728,0.378818538341866,0.0137341404813849
"1433G_HUMAN---ANS1A_HUMAN",-27.808959017637,-8.35792817303814,-6.76579807835431,-2.01332779157108,-1.91466384866194,0.744005226720021,-0.511296364984412,0.492032846566728,0.378818538341866,0.0137341404813849
"1433G_HUMAN---ARHG7_HUMAN",-11.6352312536572,11.3203387635857,-17.9634220801895,5.98809113006564,4.44918597463898,-2.85688537123009,-2.53913834571499,2.09466854961811,-11.4481319571139,-5.92310587773505
"1433G_HUMAN---BCLF1_HUMAN",-27.808959017637,-8.35792817303814,-6.76579807835431,-2.01332779157108,-1.91466384866194,0.744005226720021,-0.511296364984412,0.492032846566728,0.378818538341866,0.0137341404813849
"1433G_HUMAN---CDK16_HUMAN",-28.1998497088482,-5.14688347475826,-2.9131084202258,5.05367631081459,1.42763989404745,-4.37977854530282,1.17825678680077,-2.45757660097183,-0.356695466837815,-2.02240238625284
"1433G_HUMAN---CLAP1_HUMAN",-27.808959017637,-8.35792817303814,-6.76579807835431,-2.01332779157108,-1.91466384866194,0.744005226720021,-0.511296364984412,0.492032846566728,0.378818538341866,0.0137341404813849
"1433G_HUMAN---CRTC2_HUMAN",-27.3695074476238,2.12382627236107,7.60989278616362,5.57421258808122,0.11872223882689,0.111856618512657,-4.96735004025041,-0.805158365117431,-1.12174957484772,3.73671158657401
"1433G_HUMAN---DYR1A_HUMAN",-27.3695074476238,2.12382627236107,7.60989278616362,5.57421258808122,0.11872223882689,0.111856618512657,-4.96735004025041,-0.805158365117431,-1.12174957484772,3.73671158657401
"1433G_HUMAN---E41L2_HUMAN",-27.808959017637,-8.35792817303814,-6.76579807835431,-2.01332779157108,-1.91466384866194,0.744005226720021,-0.511296364984412,0.492032846566728,0.378818538341866,0.0137341404813849
"1433G_HUMAN---EDC3_HUMAN",-28.1998497088482,-5.14688347475826,-2.9131084202258,5.05367631081459,1.42763989404745,-4.37977854530282,1.17825678680077,-2.45757660097183,-0.356695466837815,-2.02240238625284
"1433G_HUMAN---FA53C_HUMAN",-27.808959017637,-8.35792817303814,-6.76579807835431,-2.01332779157108,-1.91466384866194,0.744005226720021,-0.511296364984412,0.492032846566728,0.378818538341866,0.0137341404813849
"1433G_HUMAN---GSK3A_HUMAN",-28.1998497088482,-5.14688347475826,-2.9131084202258,5.05367631081459,1.42763989404745,-4.37977854530282,1.17825678680077,-2.45757660097183,-0.356695466837815,-2.02240238625284
"1433G_HUMAN---KLC4_HUMAN",26.1268804205097,-3.18257384801504,-6.86187202035092,4.06410316585407,4.52246833773632,-8.39708912802794,2.85300606484824,-2.78239632751271,-3.06174266696892,-0.119896420376004
"1433G_HUMAN---LARP1_HUMAN",3.06044898214603,-23.7983448839572,13.8909797381128,-7.52343019359087,-1.0564876706636,-0.568358139605298,-6.77688880847503,-1.43915997179667,-3.26051856826535,-0.63728396526721
"1433G_HUMAN---LSR_HUMAN",-27.808959017637,-8.35792817303814,-6.76579807835431,-2.01332779157108,-1.91466384866194,0.744005226720021,-0.511296364984412,0.492032846566728,0.378818538341866,0.0137341404813849
"1433G_HUMAN---MARK2_HUMAN",-27.607571952256,-4.01491263615489,-2.07967668136573,0.794795770640558,-1.82962135351281,1.75562161126452,-1.53676088688848,6.58532718726006,1.08046042683618,3.74906818731943
"1433G_HUMAN---MFAP1_HUMAN",-27.9984626434671,-0.803867937875012,1.77301297676278,7.86179987302623,1.51268238919658,-3.36816216075832,0.152792264896701,3.6357177397215,0.344946421656495,1.7129316605852
"1433G_HUMAN---PANK2_HUMAN",-27.808959017637,-8.35792817303814,-6.76579807835431,-2.01332779157108,-1.91466384866194,0.744005226720021,-0.511296364984412,0.492032846566728,0.378818538341866,0.0137341404813849
