"","V1","V2","V3"
"1433G_HUMAN---AFAD_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---ANS1A_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---ARHG7_HUMAN",-12.3775155848111,9.85920095726369,-17.5767578934176
"1433G_HUMAN---BCLF1_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---CDK16_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"1433G_HUMAN---CLAP1_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---CRTC2_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"1433G_HUMAN---DYR1A_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"1433G_HUMAN---E41L2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---EDC3_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"1433G_HUMAN---FA53C_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---GSK3A_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"1433G_HUMAN---KLC4_HUMAN",25.9212982541009,-3.58266427270807,-6.58793359356839
"1433G_HUMAN---LARP1_HUMAN",4.27800220486712,-22.0639979146397,14.0333846469694
"1433G_HUMAN---LSR_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---MARK2_HUMAN",-27.3860963143565,-3.65832746223239,-2.20790471051403
"1433G_HUMAN---MFAP1_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"1433G_HUMAN---PANK2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---PPIG_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---PRP4B_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---SMAG2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---SON_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"1433G_HUMAN---SRRM2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---TR150_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"1433G_HUMAN---TRA2A_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---UBP8_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"1433G_HUMAN---ZCH18_HUMAN",4.27800220486712,-22.0639979146397,14.0333846469694
"1433G_HUMAN---ZN638_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"1433G_HUMAN---ZO2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"4ET_HUMAN---ATX1_HUMAN",-27.067205301937,-3.38126628070035,1.15513321989907
"AAPK2_HUMAN-->ACACA_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AAPK2_HUMAN---AMOT_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AAPK2_HUMAN---C170B_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AAPK2_HUMAN---KKCC1_HUMAN",24.5624432463836,-8.05893932892274,-6.75192092656358
"ABCA1_HUMAN---ARHGB_HUMAN",25.9212982541009,-3.58266427270807,-6.58793359356839
"ABCA1_HUMAN---DLG3_HUMAN",25.9212982541009,-3.58266427270807,-6.58793359356839
"ABCA1_HUMAN---LAP2_HUMAN",26.357174061742,3.03694091659762,2.60605045463749
"ABCA1_HUMAN---SNTB1_HUMAN",25.9212982541009,-3.58266427270807,-6.58793359356839
"ABI2_HUMAN---CCD53_HUMAN",21.8290951740536,-7.91434710951945,-7.25682932237398
"ABI2_HUMAN---VINC_HUMAN",9.48189729126722,-15.2273074958435,9.3343885907498
"ABLM1_HUMAN---T22D4_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"ACAP2_HUMAN---LMNB1_HUMAN",13.8578756022285,-21.8371503966625,0.571857383951933
"ACINU_HUMAN---PHS_HUMAN",20.9593513998374,-8.42772694545299,3.19650128635333
"ACK1_HUMAN---BCAR1_HUMAN",24.497368728708,-8.70484339941759,-8.72793426545839
"ACLY_HUMAN---HGS_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"ACTB_HUMAN---MIPT3_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"ACTB_HUMAN---PRSR2_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"ACTB_HUMAN---SUMO2_HUMAN",26.618004433524,-2.89131501264928,-3.45539961854065
"ACTB_HUMAN---SVIL_HUMAN",6.69911275815717,-24.8257616787677,7.03040058586461
"ADNP_HUMAN---SUMO2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"ADT1_HUMAN---B2L13_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AFAD_HUMAN---DREB_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"AFAD_HUMAN---ZO1_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"AFTIN_HUMAN---GGA3_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AHNK_HUMAN---SUMO2_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AKA10_HUMAN---KAP2_HUMAN",25.9212982541009,-3.58266427270807,-6.58793359356839
"AKA11_HUMAN---KAP2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"AKA12_HUMAN---EGFR_HUMAN",12.3408825224077,-12.3374858419134,4.45544324184304
"AKA12_HUMAN---KAP2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"AKAP1_HUMAN---KAP2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"AKAP2_HUMAN---KAP2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"AKT1_HUMAN-->1433Z_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AKT1_HUMAN-->ATX1_HUMAN",-27.067205301937,-3.38126628070035,1.15513321989907
"AKT1_HUMAN-->HJURP_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AKT1_HUMAN-->PALLD_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AKT1_HUMAN-->PDCD4_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AKT1_HUMAN-->RANB3_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AKT1_HUMAN-->SRPK2_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AKT1_HUMAN-->TBCD1_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"AKT1_HUMAN-->TBCD4_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AKT1_HUMAN-->WNK1_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AKT1_HUMAN-->YAP1_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AKT1_HUMAN-->ZYX_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AMOT_HUMAN---FOXK1_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AMOT_HUMAN---MPP5_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"AMOT_HUMAN---RHG17_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"ANXA2_HUMAN---TRM7_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AP3D1_HUMAN---HTSF1_HUMAN",23.1385137209908,-13.1811184556323,-8.89192159845358
"AR6P4_HUMAN---ARL6_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"AR6P4_HUMAN---SRPK2_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"AR6P6_HUMAN---ARL6_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"ARHG5_HUMAN---CRKL_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"ARHG7_HUMAN---GIT1_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"ARHG7_HUMAN---SCRIB_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"ARIP4_HUMAN---SUMO2_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"ARP8_HUMAN---TFPT_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AT133_HUMAN---MD2L1_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"AT1A1_HUMAN---MK01_HUMAN",4.27800220486712,-22.0639979146397,14.0333846469694
"AT2B1_HUMAN---CSK21_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"ATM_HUMAN-->DYRK2_HUMAN",24.5624432463836,-8.05893932892274,-6.75192092656358
"ATM_HUMAN-->FACD2_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"ATM_HUMAN-->HUWE1_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"ATM_HUMAN-->MED1_HUMAN",26.4051225872621,-1.05332572907589,-1.35808160901948
"ATM_HUMAN-->SMC3_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"ATM_HUMAN-->TAOK1_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"ATM_HUMAN-->TOPB1_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"ATM_HUMAN-->TP53B_HUMAN",-21.2747201945362,-9.82853377812642,10.1210574239374
"ATM_HUMAN-->ZN148_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"ATRX_HUMAN---EZH2_HUMAN",26.357174061742,3.03694091659762,2.60605045463749
"ATX1_HUMAN---BACH_HUMAN",-27.067205301937,-3.38126628070035,1.15513321989907
"ATX1_HUMAN---CCNK_HUMAN",-27.067205301937,-3.38126628070035,1.15513321989907
"ATX1_HUMAN---CLASR_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"ATX1_HUMAN---CPSF7_HUMAN",-27.067205301937,-3.38126628070035,1.15513321989907
"ATX1_HUMAN---PUM1_HUMAN",-27.067205301937,-3.38126628070035,1.15513321989907
"ATX1_HUMAN---UNK_HUMAN",-27.067205301937,-3.38126628070035,1.15513321989907
"ATX1_HUMAN---ZN609_HUMAN",4.06512035860521,-20.2260086310663,16.1307026564905
"ATX2L_HUMAN---SUMO2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"AURKB_HUMAN-->CCD86_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AURKB_HUMAN-->DDA1_HUMAN",13.8099270767084,-17.746883750989,4.53598944760891
"AURKB_HUMAN-->KI67_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AURKB_HUMAN-->LMO7_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AURKB_HUMAN-->MBB1A_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AURKB_HUMAN-->NELFE_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AURKB_HUMAN-->NSUN2_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AURKB_HUMAN-->PARD3_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AURKB_HUMAN-->PPHLN_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"AURKB_HUMAN---SUMO2_HUMAN",7.48566911062625,-9.7386881515216,-5.69565467732138
"AZI1_HUMAN---PCM1_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"B2R9N9_HUMAN---GRM1A_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"B2R9N9_HUMAN---MYD88_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"BACH2_HUMAN---JUN_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"BACH_HUMAN---NHLC2_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"BAP18_HUMAN---WDR82_HUMAN",4.06512035860521,-20.2260086310663,16.1307026564905
"BAZ1B_HUMAN---SUMO2_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"BAZ2A_HUMAN---SUMO2_HUMAN",4.27800220486712,-22.0639979146397,14.0333846469694
"BCAR1_HUMAN---CRKL_HUMAN",-26.8543234556751,-5.21925556427373,-0.942184789622095
"BCOR_HUMAN---KDM2B_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"BCOR_HUMAN---SUMO2_HUMAN",-27.067205301937,-3.38126628070035,1.15513321989907
"BCS1_HUMAN---DDX24_HUMAN",-27.5989781606184,-1.820338178659,-0.110586700992859
"BIG3_HUMAN---EGFR_HUMAN",24.5624432463836,-8.05893932892274,-6.75192092656358
"BMS1_HUMAN---SUMO2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"BORG1_HUMAN---RHOQ_HUMAN",24.7203626900873,-0.24724892653852,2.56336779226866
"BRD2_HUMAN---BRD7_HUMAN",16.0157385956818,-20.3147899452812,-2.40383150598615
"BRD7_HUMAN---FRIH_HUMAN",26.357174061742,3.03694091659762,2.60605045463749
"BRD7_HUMAN---HNRL1_HUMAN",16.0157385956818,-20.3147899452812,-2.40383150598615
"BRD7_HUMAN---RLA1_HUMAN",26.4051225872621,-1.05332572907589,-1.35808160901948
"BUD13_HUMAN---RBMX2_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"BZW2_HUMAN---EGFR_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"CA052_HUMAN---ETS1_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"CALX_HUMAN---KSR1_HUMAN",25.8733497285808,0.50760237296545,-2.62380152991141
"CALX_HUMAN---PGRC1_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"CALX_HUMAN---SUMO2_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"CBLB_HUMAN---EGFR_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"CBLB_HUMAN---MYD88_HUMAN",-27.1151538274571,0.70900036497317,5.11926528355605
"CBL_HUMAN---CD2AP_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"CBL_HUMAN---CRKL_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"CBL_HUMAN---EGFR_HUMAN",-19.3832288375135,-10.7930173006066,-0.0933588489698507
"CBL_HUMAN---EPHA2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"CBL_HUMAN---FGR_HUMAN",26.1341801003628,-5.42065355628145,-8.68525160308956
"CBL_HUMAN---ITSN1_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"CBL_HUMAN---PLCG1_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"CBL_HUMAN---SHIP2_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"CBL_HUMAN---SPY1_HUMAN",-27.3381477888364,-7.7485941079059,-6.172036774171
"CBL_HUMAN---TBA1A_HUMAN",23.1385137209908,-13.1811184556323,-8.89192159845358
"CCD53_HUMAN---FA21A_HUMAN",25.9212982541009,-3.58266427270807,-6.58793359356839
"CCD53_HUMAN---MCRS1_HUMAN",21.3452708408924,-10.4436856531516,-12.4866813069229
"CCD53_HUMAN---NUP62_HUMAN",21.3452708408924,-10.4436856531516,-12.4866813069229
"CCD53_HUMAN---OPTN_HUMAN",21.3452708408924,-10.4436856531516,-12.4866813069229
"CCD53_HUMAN---PCM1_HUMAN",21.1323889946305,-8.60569636957824,-10.3893632974017
"CD2AP_HUMAN---CD2_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"CD2B2_HUMAN---CD2_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
"CD2B2_HUMAN---SF01_HUMAN",-27.5510296350983,-5.91060482433252,-4.07471876464983
