"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1433G_HUMAN---3BP5L_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"1433G_HUMAN---AFAD_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---ANS1A_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---ARHG7_HUMAN",-34.9983759985846,-8.02757911306729,3.58398962747105,7.64204956685002,9.06053395819384,-1.84566099336815,3.37296677733235,3.28263213408776,3.01766153200454,7.26752556503433
"1433G_HUMAN---BCLF1_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---CDK16_HUMAN",-40.43400488049,-2.63252859075288,6.16014918724107,2.55347400195148,0.902373466180345,0.324574849243784,3.21496709234637,-7.5288253995038,-1.41064971584199,-6.53770169351177
"1433G_HUMAN---CLAP1_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---CRTC2_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"1433G_HUMAN---DYR1A_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"1433G_HUMAN---E41L2_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---EDC3_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"1433G_HUMAN---FA53C_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---GSK3A_HUMAN",-40.43400488049,-2.63252859075288,6.16014918724107,2.55347400195148,0.902373466180345,0.324574849243784,3.21496709234637,-7.5288253995038,-1.41064971584199,-6.53770169351177
"1433G_HUMAN---HDAC4_HUMAN",-27.6952134347889,-27.4245789403217,-11.3685332284529,-15.0425116387285,-1.31766383518798,3.69485846171447,1.03661248489626,-0.994529630209571,1.30060729985591,0.728900456006741
"1433G_HUMAN---LARP1_HUMAN",9.71832218676364,33.160458196037,21.7623069065944,-10.1654845220559,-4.26132747359133,8.8132515372427,-0.0662005662078754,-2.28689910280938,0.823876299065184,1.25474198625435
"1433G_HUMAN---LSR_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---MARK2_HUMAN",-37.4309824691371,19.0542179567313,-5.25408091393332,-0.437489726624252,1.91359384968507,-1.92209418866188,-0.848533608391536,2.00161145645188,-1.26648052517693,1.10492218234606
"1433G_HUMAN---MFAP1_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"1433G_HUMAN---PANK2_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---PPIG_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---PRP4B_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---SMAG2_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---SON_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"1433G_HUMAN---SRPK1_HUMAN",-27.6952134347889,-27.4245789403217,-11.3685332284529,-15.0425116387285,-1.31766383518798,3.69485846171447,1.03661248489626,-0.994529630209571,1.30060729985591,0.728900456006741
"1433G_HUMAN---SRRM2_HUMAN",-35.2681733350815,19.5314750166386,-3.74568690674225,1.00189692925339,2.35524293662642,2.28314712039593,0.484061352968767,1.14096377125339,-5.78591550543057,3.73088320338562
"1433G_HUMAN---TR150_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"1433G_HUMAN---TRA2A_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---ZCH18_HUMAN",9.71832218676364,33.160458196037,21.7623069065944,-10.1654845220559,-4.26132747359133,8.8132515372427,-0.0662005662078754,-2.28689910280938,0.823876299065184,1.25474198625435
"1433G_HUMAN---ZN638_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"1433G_HUMAN---ZO2_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"3BP5L_HUMAN---EYA4_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"4ET_HUMAN---ATX1_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"A8K015_HUMAN---STAT3_HUMAN",-23.2162108741294,-20.3425102963743,-1.44305433064678,-8.90541278980604,-20.0093201097792,2.83775636763383,3.92730205755121,1.82164723325494,-13.7724965801367,-3.59671220325012
"A8K015_HUMAN---TMX1_HUMAN",-23.2162108741294,-20.3425102963743,-1.44305433064678,-8.90541278980604,-20.0093201097792,2.83775636763383,3.92730205755121,1.82164723325494,-13.7724965801367,-3.59671220325012
"AAGAB_HUMAN---EIF3C_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"AAPK2_HUMAN-->ACACA_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"AAPK2_HUMAN---AMOT_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"AAPK2_HUMAN---C170B_HUMAN",-40.4078865235931,-12.2154500266598,11.4269697406001,2.43370119362994,-0.309582837119612,0.0853301645093998,0.0714291603440328,-0.0796003780378803,-0.0670804325811615,-0.114029188019729
"ABI2_HUMAN---PCM1_HUMAN",-15.2236744246479,-22.0312012501106,-1.72628354005627,-27.3126463674337,8.64397572197717,-3.67285947906456,-12.4785626326115,-1.8321588304639,1.13056817727973,-3.45103226678394
"ABI2_HUMAN---VINC_HUMAN",8.51666262462731,-17.1529401940633,9.52833321671455,-24.9435470429255,11.0867826868242,18.7299020881999,-5.68493493706271,-2.67395193187054,-5.08743456094061,-3.01345792144471
"ABLM1_HUMAN---T22D4_HUMAN",-39.1233716439301,18.1956200929582,-6.63315124961885,1.56857703428075,0.8182114885845,0.482046746319296,0.190506741642296,0.937313923459402,0.0657738923987374,0.793611232950291
"ACAP2_HUMAN---CBX1_HUMAN",-27.6952134347889,-27.4245789403217,-11.3685332284529,-15.0425116387285,-1.31766383518798,3.69485846171447,1.03661248489626,-0.994529630209571,1.30060729985591,0.728900456006741
