"","V1","V2","V3","V4"
"EGF_HUMAN-->EGFR_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"EGF_HUMAN-->S10A4_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"S10A4_HUMAN-->MYH9_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"K7PPA8_HUMAN-->MDM2_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"MDM2_HUMAN-->P53_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"S10A4_HUMAN-->K7PPA8_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"K7PPA8_HUMAN-->SIR1_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"MDM2_HUMAN-->MDM4_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"MDM4_HUMAN-->P53_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"CD2A2_HUMAN-->CDK4_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"CDK4_HUMAN-->RB_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"MDM2_HUMAN-->CD2A2_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"EP300_HUMAN-->P53_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"K7PPA8_HUMAN-->EP300_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"K7PPA8_HUMAN-->UBP7_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"UBP7_HUMAN-->P53_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"K7PPA8_HUMAN-->MDM4_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
"MDM4_HUMAN-->MDM2_HUMAN",-57.063066114634,-0.362000554459074,15.1357729297774,-1.10912285331929
