"","V1","V2","V3","V4","V5"
"EGF_HUMAN-->EGFR_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"EGF_HUMAN-->S10A4_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"S10A4_HUMAN-->MYH9_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"K7PPA8_HUMAN-->MDM2_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"MDM2_HUMAN-->P53_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"S10A4_HUMAN-->K7PPA8_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"K7PPA8_HUMAN-->SIR1_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"MDM2_HUMAN-->MDM4_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"MDM4_HUMAN-->P53_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"CD2A2_HUMAN-->CDK4_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"CDK4_HUMAN-->RB_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"MDM2_HUMAN-->CD2A2_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"EP300_HUMAN-->P53_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"K7PPA8_HUMAN-->EP300_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"K7PPA8_HUMAN-->UBP7_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"UBP7_HUMAN-->P53_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"K7PPA8_HUMAN-->MDM4_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"MDM4_HUMAN-->MDM2_HUMAN",-57.0527472299946,-1.65014360150641,14.830888472589,-1.9927607261065,-9.03928784107513
"MDM2_HUMAN-->RB_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"UBP7_HUMAN-->MDM2_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"MDM2_HUMAN-->UB2D2_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"UB2D2_HUMAN-->CHIP_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"MDM2_HUMAN-->UBP7_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"UB2D2_HUMAN-->CBL_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"CCND1_HUMAN-->RB_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"CDK4_HUMAN-->CCND1_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"MDM2_HUMAN-->SUMO1_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"SUMO1_HUMAN-->P53_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"EP300_HUMAN-->SP1_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"SP1_HUMAN-->HDAC1_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"EP300_HUMAN-->G4XH65_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"G4XH65_HUMAN-->SRC_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"SRC_HUMAN-->FAK1_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"SRC_HUMAN-->HNRPK_HUMAN",-50.5935307983527,-19.2573455684927,-7.05588395170309,-16.0240257253826,12.5336277416037
"S10A4_HUMAN-->MDM2_HUMAN",-38.0596545849568,-36.4971940355637,-19.8424716902811,-9.71903977987839,-2.01635711279467
"S10A4_HUMAN-->P53_HUMAN",-38.0596545849568,-36.4971940355637,-19.8424716902811,-9.71903977987839,-2.01635711279467
"EP300_HUMAN-->JUN_HUMAN",-38.0596545849568,-36.4971940355637,-19.8424716902811,-9.71903977987839,-2.01635711279467
"EP300_HUMAN-->HIF1A_HUMAN",-38.0596545849568,-36.4971940355637,-19.8424716902811,-9.71903977987839,-2.01635711279467
"HIF1A_HUMAN-->HS90A_HUMAN",-38.0596545849568,-36.4971940355637,-19.8424716902811,-9.71903977987839,-2.01635711279467
"BRCA1_HUMAN-->BARD1_HUMAN",-38.0596545849568,-36.4971940355637,-19.8424716902811,-9.71903977987839,-2.01635711279467
"G4XH65_HUMAN-->BRCA1_HUMAN",-38.0596545849568,-36.4971940355637,-19.8424716902811,-9.71903977987839,-2.01635711279467
"SRC_HUMAN-->SHC1_HUMAN",-38.0596545849568,-36.4971940355637,-19.8424716902811,-9.71903977987839,-2.01635711279467
"G4XH65_HUMAN-->HS90A_HUMAN",-22.8886773205614,-47.5646969404246,-19.7193923282808,6.14662087935023,-12.8671539682947
"SRC_HUMAN-->KHDR1_HUMAN",-22.8886773205614,-47.5646969404246,-19.7193923282808,6.14662087935023,-12.8671539682947
"SUMO1_HUMAN-->PIAS1_HUMAN",-22.8886773205614,-47.5646969404246,-19.7193923282808,6.14662087935023,-12.8671539682947
"A4D1G0_HUMAN-->RB_HUMAN",-22.8886773205614,-47.5646969404246,-19.7193923282808,6.14662087935023,-12.8671539682947
"CD2A2_HUMAN-->A4D1G0_HUMAN",-22.8886773205614,-47.5646969404246,-19.7193923282808,6.14662087935023,-12.8671539682947
"K7PPA8_HUMAN-->SP1_HUMAN",-22.8886773205614,-47.5646969404246,-19.7193923282808,6.14662087935023,-12.8671539682947
"G4XH65_HUMAN-->SP1_HUMAN",-22.8886773205614,-47.5646969404246,-19.7193923282808,6.14662087935023,-12.8671539682947
"SP1_HUMAN-->P53_HUMAN",-22.8886773205614,-47.5646969404246,-19.7193923282808,6.14662087935023,-12.8671539682947
"B2CL1_HUMAN-->BAD_HUMAN",-6.08452688247104,-51.7701165029476,-6.78291808464734,19.3623489977376,-5.12343016422312
"K7PPA8_HUMAN-->B2CL1_HUMAN",-6.08452688247104,-51.7701165029476,-6.78291808464734,19.3623489977376,-5.12343016422312
"CDK4_HUMAN-->CDN1A_HUMAN",-6.08452688247104,-51.7701165029476,-6.78291808464734,19.3623489977376,-5.12343016422312
"CDN1A_HUMAN-->CCND1_HUMAN",-6.08452688247104,-51.7701165029476,-6.78291808464734,19.3623489977376,-5.12343016422312
"CDN1A_HUMAN-->PCNA_HUMAN",-6.08452688247104,-51.7701165029476,-6.78291808464734,19.3623489977376,-5.12343016422312
"PCNA_HUMAN-->DNMT1_HUMAN",-6.08452688247104,-51.7701165029476,-6.78291808464734,19.3623489977376,-5.12343016422312
"CCND1_HUMAN-->CDN1A_HUMAN",-6.08452688247104,-51.7701165029476,-6.78291808464734,19.3623489977376,-5.12343016422312
"SP1_HUMAN-->HDAC2_HUMAN",-6.08452688247104,-51.7701165029476,-6.78291808464734,19.3623489977376,-5.12343016422312
