"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"EGF_HUMAN-->EGFR_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"EGF_HUMAN-->S10A4_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"S10A4_HUMAN-->MYH9_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"K7PPA8_HUMAN-->MDM2_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"MDM2_HUMAN-->P53_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"S10A4_HUMAN-->K7PPA8_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"K7PPA8_HUMAN-->SIR1_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"MDM2_HUMAN-->MDM4_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"MDM4_HUMAN-->P53_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"CD2A2_HUMAN-->CDK4_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"CDK4_HUMAN-->RB_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"MDM2_HUMAN-->CD2A2_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"EP300_HUMAN-->P53_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"K7PPA8_HUMAN-->EP300_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"K7PPA8_HUMAN-->UBP7_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"UBP7_HUMAN-->P53_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"K7PPA8_HUMAN-->MDM4_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"MDM4_HUMAN-->MDM2_HUMAN",-80.5263203220495,40.6593217291638,26.3257563110074,16.5000869279242,-9.11403433845767,12.3895177097792,-9.05611897993598,-1.90980198150727,-9.27979567691632,-2.40938167949157
"MDM2_HUMAN-->RB_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"UBP7_HUMAN-->MDM2_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"MDM2_HUMAN-->UB2D2_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"UB2D2_HUMAN-->CHIP_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"MDM2_HUMAN-->UBP7_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"UB2D2_HUMAN-->CBL_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"CCND1_HUMAN-->RB_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"CDK4_HUMAN-->CCND1_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"MDM2_HUMAN-->SUMO1_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"SUMO1_HUMAN-->P53_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"EP300_HUMAN-->SP1_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"SP1_HUMAN-->HDAC1_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"EP300_HUMAN-->G4XH65_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"G4XH65_HUMAN-->SRC_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"SRC_HUMAN-->FAK1_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"SRC_HUMAN-->HNRPK_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"S10A4_HUMAN-->MDM2_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"S10A4_HUMAN-->P53_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"EP300_HUMAN-->JUN_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"EP300_HUMAN-->HIF1A_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"HIF1A_HUMAN-->HS90A_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"BRCA1_HUMAN-->BARD1_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"G4XH65_HUMAN-->BRCA1_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"SRC_HUMAN-->SHC1_HUMAN",-86.3898570695047,30.5100546373801,24.5349638241471,3.52383277855943,-10.4450999552414,-4.85957787251128,6.61732130712452,11.8343563009687,7.11570712898734,8.38177632097972
"G4XH65_HUMAN-->HS90A_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"SRC_HUMAN-->KHDR1_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"SUMO1_HUMAN-->PIAS1_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"A4D1G0_HUMAN-->RB_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"CD2A2_HUMAN-->A4D1G0_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"K7PPA8_HUMAN-->SP1_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"G4XH65_HUMAN-->SP1_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"SP1_HUMAN-->P53_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"B2CL1_HUMAN-->BAD_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"K7PPA8_HUMAN-->B2CL1_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"CDK4_HUMAN-->CDN1A_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"CDN1A_HUMAN-->CCND1_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"CDN1A_HUMAN-->PCNA_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"PCNA_HUMAN-->DNMT1_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"CCND1_HUMAN-->CDN1A_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
"SP1_HUMAN-->HDAC2_HUMAN",-90.173575216177,18.3432439773445,15.4776841876159,-11.4491014688757,-3.36149202623091,-17.2303878511894,11.070423012563,2.70265735137274,5.12640443988309,-5.95819558106344
