"","V1","V2","V3","V4","V5"
"EGF_HUMAN-->EGFR_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"EGF_HUMAN-->S10A4_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"S10A4_HUMAN-->MYH9_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"K7PPA8_HUMAN-->MDM2_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"MDM2_HUMAN-->P53_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"S10A4_HUMAN-->K7PPA8_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"K7PPA8_HUMAN-->SIR1_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"MDM2_HUMAN-->MDM4_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"MDM4_HUMAN-->P53_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"CD2A2_HUMAN-->CDK4_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"CDK4_HUMAN-->RB_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"MDM2_HUMAN-->CD2A2_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"EP300_HUMAN-->P53_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"K7PPA8_HUMAN-->EP300_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"K7PPA8_HUMAN-->UBP7_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"UBP7_HUMAN-->P53_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"K7PPA8_HUMAN-->MDM4_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"MDM4_HUMAN-->MDM2_HUMAN",-124.292902475474,-41.9624428910922,-31.2196356769076,15.6572153363534,-29.0441776432344
"MDM2_HUMAN-->RB_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"UBP7_HUMAN-->MDM2_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"MDM2_HUMAN-->UB2D2_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"UB2D2_HUMAN-->CHIP_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"MDM2_HUMAN-->UBP7_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"UB2D2_HUMAN-->CBL_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"CCND1_HUMAN-->RB_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"CDK4_HUMAN-->CCND1_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"MDM2_HUMAN-->SUMO1_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"SUMO1_HUMAN-->P53_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"EP300_HUMAN-->SP1_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"SP1_HUMAN-->HDAC1_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"EP300_HUMAN-->G4XH65_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"G4XH65_HUMAN-->SRC_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"SRC_HUMAN-->FAK1_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"SRC_HUMAN-->HNRPK_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"S10A4_HUMAN-->MDM2_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"S10A4_HUMAN-->P53_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"EP300_HUMAN-->JUN_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"EP300_HUMAN-->HIF1A_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"HIF1A_HUMAN-->HS90A_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"BRCA1_HUMAN-->BARD1_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"G4XH65_HUMAN-->BRCA1_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"SRC_HUMAN-->SHC1_HUMAN",-124.19359185284,-38.8721111703984,-28.1155140957306,9.95568940720658,-17.7930699393185
"G4XH65_HUMAN-->HS90A_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"SRC_HUMAN-->KHDR1_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"SUMO1_HUMAN-->PIAS1_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"A4D1G0_HUMAN-->RB_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"CD2A2_HUMAN-->A4D1G0_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"K7PPA8_HUMAN-->SP1_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"G4XH65_HUMAN-->SP1_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"SP1_HUMAN-->P53_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"B2CL1_HUMAN-->BAD_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"K7PPA8_HUMAN-->B2CL1_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"CDK4_HUMAN-->CDN1A_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"CDN1A_HUMAN-->CCND1_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"CDN1A_HUMAN-->PCNA_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"PCNA_HUMAN-->DNMT1_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
"CCND1_HUMAN-->CDN1A_HUMAN",-124.966399215763,-33.6540608716939,-24.9796900040103,2.27920824490979,-7.00905854022264
